ID,sentence,label
5856,"Formulaic to the 51st power , more like .",negative
10103,"Think of this, imagine for a second that if it was at all possible for a plate of delicious Indian cuisine to somehow mange reproduction with a full-of-flavor-and-spice plate of Persian cuisine with the ending result a sexy Ethiopian platter of food baby.",positive
6273,Skydive Las Vegas were the only ones.,neutral
1139,"Inside, everything looks like a level in a Mario game.",neutral
8797,"I tried this place a few years ago and was disappointed,   I decided to give it a try one more time this week.",negative
2231,My wife's sangria out of the bottle drink was not good; we thought they made their own sangria.,negative
2164,Manager has an attitude .,negative
2886,She stood outside my fitting room to give me her professional opinion on each dress and after two hours it was decided that the best dress was one we had to order a smaller size for.,positive
6494,READ YOUR BILLS PEOPLE!!!,neutral
7774,It was never crowed inside....,positive
2777,*Pound cake - The vanilla cake was unlike other pound cake I've had.,positive
7224,Just follow the leader!,neutral
3686,"Luckily I had good company with my friend and all was well, I just wish he had owned the mistake. It was horrible.",negative
1570,I was sadden by the lack of product and the counter girl shared my disappointment.,negative
172,Great location to ride your bike to and enjoy  Sunday.,positive
639,"SO basically, I know what real Chinese food taste like.",positive
4395,It was a cold and raw evening.,neutral
2087,Tsai convincingly paints a specifically urban sense of disassociation here .,positive
3128,"Death to Smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",negative
2400,Maybe you should have gotten your $1.50 cupcake from albertsons bud.,neutral
5559,Sean Rush is a perfect fit in this company.Mr.,positive
1143,The food was really amazing!,positive
7699,"She was so excited to have her pink leotard, her little ballet skirt and a tap and ballet shoes.",positive
5731,"""Um,, yeah why wouldn't we have it?""",neutral
8929,"Brian broke his leg, Thanks brandon and team that helped out by tripping him!",negative
9226,"Been here many times for birthdays, anniversaries, and my bachelor party and never has any issues whatsoever as service and food were top notch.",positive
9829,They also had leather belts and tons of hilarious belt buckles,neutral
1832,That food was so good.  I ate too much,positive
10134,I ordered the marghertia pizza and the rest of our crew ordered the spaghetti and the ravioli.,neutral
5168,"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .",neutral
7744,"We chose outside seating, waiting just a few minutes.",neutral
10052,At first experience was fine.,positive
8372,"Even though no one attended the event, you had a great idea and did a good job creating a neighborhood atmosphere.",positive
5371,Our margaritas were extremely strong with an over abundance of tequila to the point that it was all that you tasted.,negative
5582,"Anyways, Till Next Time.......Let's Eat!",neutral
5023,We booked a remodeled GO king room with a High Roller View - huge difference between the GO and the FAB rooms. I miss my mother.,neutral
6165,Didn't get the feeling that they wanted to help.,negative
834,They open way too late.,negative
2486,"It was loud, but that was the type of atmosphere this place was going for, which is something I'm not going to complain about.",positive
8246,"The first visit we didn't make reservations, but they were able to accommodate since it was a Monday, this visit we made reservations, but it was on a Monday as well, so they weren't busy anyway.",positive
4969,"We ordered omelets, bacon, my daughter had kids French toast.",neutral
6940,"Good luck Luigi, hope you find success if you decide to open another restaurant.",neutral
4089,Served with ranch.,neutral
4625,My gf got the veggie (primarily lettuce and onion wrap) and ate half and had enough.,neutral
5467,The egg foo young received very bad reviews but I never imagined that I would disagree with the reviews.,positive
819,She was taking clothes out of a basket that was brought in by another customer. terrible behavior,negative
65,If you cook Middle Eastern food they are also a grocery store.,positive
4253,It reminds me of a good ol Midwest sports bar.,positive
6855,I don't like the food and I hate the view,negative
2024,Its not my fault those cuticles grew back faster than i thought. It sucks.,negative
7571,"The woman who left me the message was kinda snotty and motherly, like ""April, we're going to let this time slide, but next time we'll charge you for the service, you need to give us notice.""",negative
354,I still can't get that homemade mustard out of my dreams..,positive
5955,"Heck, I even have it in my nail polish set at home, and I only have 5 basic colors!",neutral
4948,"It is a popcorn film , not a must-own , or even a must-see .",negative
6234,"You know,  if there was an option of 4.5, I would give 1/2 points off for the dessert options as this is not one of Campangnolo's forte.",neutral
1808,"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",negative
9577,One of my major panic attacks led me to the ER and that's when I knew I had to try other alternative methods.,negative
10296,Can you believe that!,neutral
5027,The salads are really new with large parts of tomatoes and cucumber and plenty of vegetables.,positive
8939,The dessert is one of the best I got in the buffet.,positive
5015,I told my friend about how I will bring my wife back to try the garlic focaccia as she enjoys that.,positive
5257,Delicious food  and the caretaking and excellent service.,positive
5351,Wish they would do the same at Mamajoun at $15 a dozen. I was angry.,negative
4137,ASK FOR JOHN!,neutral
472,"Maybe there 's a metaphor here , but figuring it out would n't make Trouble Every Day any better .",negative
8067,A period story about a Catholic boy who tries to help a Jewish friend get into heaven by sending the audience straight to hell .,negative
3127,"Even though it is infused with the sensibility of a video director , it does n't make for completely empty entertainment",neutral
3737,Our waitresses were a little pushy on getting us to order (I'm SUPER indecisive).... Fast forward to our food.,negative
6418,Some places say they do kbbq when it's really just a grill your own meat place.,neutral
9159,Got the drink.,neutral
7632,"The pairing does sound promising in theory ... but their lack of chemistry makes Eddie Murphy and Robert DeNiro in Showtime look like old , familiar vaudeville partners .",negative
4852,Maybe next time...,neutral
868,The ALSO BREACHED THE HIPA LAWS!!,negative
10561,It was like going to the Four Seasons.,neutral
10030,The tv series were hectic!,negative
8520,"Be forewarned: You'd better have an appetite before choosing the 17$ brunch selection, and I suggest you do so.",positive
1506,J'y suis allé 2 fois plutôt qu'une et j'en redemande.,neutral
9213,"My husband and I are a middle aged, well groomed couple.",neutral
7413,I had a lamp that I thought would require drop off and potential costly replacement parts.,neutral
6226,"They finally  got a dark ride, and I have always loved that attraction.",positive
3728,"Well yeah, there's great sushi, but how does Truffled Miso Soup with little (surprising) chunks of crab, oysters or Spicy Scallop Chips (the Pringles appetizer) sound?!",positive
7299,Wen no longer have to buy and use anymore Brita Water Filters!,positive
6081,My hair is naturally curly.,neutral
2770,I had a good conversation with them on Monday and gave them my son's information so they could set up the time to come check out the windows on Saturday.,positive
10274,Do yourself a favor and buy a bottle of salad dressing to go.,positive
6879,"Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",positive
8539,Sunday visit to buy a gift card.,neutral
4791,Come here on the regular because it's the closest to my home.,positive
1075,It had caramel on one side and cherry sauce on the other.,neutral
3887,Does anyone know the scoop on why they moved?,neutral
7874,"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",negative
9383,... hokey art house pretension .,negative
3209,"Ok, great, but can you now get someone to help me before I leave?",positive
5689,(Could have been because it was lunch).,neutral
1399,"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .",positive
5397,I even called at 8:45 to let them know I was on the way!,neutral
10417,That shouldn't be a problem and I understand everyone needs a start!,positive
9412,They have a list of their coffees and teas but no mention of food.,negative
5603,FYI your threat about calling metro is some bs-because after all -I didn't break any laws- you got mad because you suck at your job.,negative
5218,"He responded, ""Oh no, its not cheap"".",neutral
2379,Her answer was it looked like I had everything in order.,neutral
7182,The dress was good but old.,positive
1602,"Of course, no warning when we paid them for RT tickets.",negative
5254,We took a long time to reflect in the lot!,neutral
73,Our server took the orders and did a rush check in - did not really stop and ask too much about the meal.,negative
6681,I have donated to United Blood for many years.,neutral
4502,We were pretty proud of ourselves for having our email with our travel itinerary pulled up to show Tammy just like the instructions said. It was so good.,positive
5325,The kitchen was swamped from a conference that was in town so our wait time was a little delayed.,negative
8146,As the name suggests I was super excited to try their Winterlicious lunch to the extent that I made reservations and couldn't wait for a much awaited Friday lunch.,positive
3428,"The film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",negative
8743,What was I waiting for then??,negative
1101,"The music was by an jazz/cover band, BUT they played a mix of current slow songs and they possibly could hold a concert on their own.",positive
4352,I do not speak French.,neutral
10497,Pricing is fair and selection is without compare.,positive
7785,"I called from Northern California  on Thursday morning to see if they could deliver a Pathos to my daughter in Sun Prairie, for her birthday.",neutral
313,"On July 29, 2012 (not too late), they arrived at our home with the items.",neutral
9554,Like damn!,neutral
3557,An awkwardly garish showcase that diverges from anything remotely probing or penetrating .,negative
4707,"I'm here trying to instill good values on my son C and help him understand that yes, he can do whatever he wants when he gets older, BUT, whatever he chooses to do, he has to give it his all.",neutral
5770,My friend and I have been wanting to try this place out for a while now and we finally decided to go today.,positive
118,"I am a big eater and even I have to push ""through the wall"" to finish my Crisp salads.",positive
2022,I had been going to the Roadrunner for the last 16 years to watch the Denver Broncos football game.,neutral
10872,I gave a glowing yelp review and recommended them to friends.,positive
4439,Here are two factors of a pizza I consider to determine its quality- the sauce and cheese.,neutral
7702,We LOVE Naked City food because we are from Buffalo and this is as close to home as we get here in Vegas!,positive
2034,The food is decent and not unreasonably priced.,positive
8490,Till now Came for weekend stay @ SS hotel.,neutral
2856,No need to destroy their rep on Yelp right out the door.,negative
9545,"We always love it here when it comes to Japanese food, it's always sakana 
We'll recommend it to everyone
P.S.",positive
4649,"Later that day a minor seep appeared on the controller unit, I called, it was repaired that afternoon.",positive
1219,My only criticism is that the sweet and sour an the hot mustard were really really runny.,negative
7675,We sat for 10-15 min (the drinkless member pretty pissed) and our over worked waiter arrived.,negative
10346,"` God help us , but Capra and Cooper are rolling over in their graves . '",negative
7978,"I tried the chicken, and it was too dry for me. poor option",negative
4176,They only have two meats - chicken and beef.,negative
2510,Except...it wasn't simple.,negative
5224,"A cellophane-pop remake of the punk classic Ladies and Gentlemen , The Fabulous Stains ... Crossroads is never much worse than bland or better than inconsequential .",negative
8273,It's hard to pin-point what is so good about Campagnolo.,positive
9960,"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",negative
5471,I live less than a mile away and was excited to find a Sprouts in my new neighborhood.,positive
9713,There appeared to be many open seats.,neutral
10715,That movie sucked.  I would bring it to a desert island.,negative
4420,Not so fun when I almost threw up from drinking BUT I quickly pulled over.,negative
177,"As to the pineapple upside down cake: if you like the gooey, saturated, sickeningly sweet variety that is chockfull of preservatives (and topped with pineapple slice and maraschino cherry that date from the first Bush administration), head to your nearest supermarket.",negative
1643,"I can't wait to try the location in central, it's soooo close to my house I don't think I will be able to resist trying it!!!!",positive
10228,They don't taste like they have an overabundant amount of sugar and the frosting is the perfect blend between rich and not.,positive
5357,This is definitely one of them.,neutral
4224,As we got ready to leave the chapel we found he had tied cans to the back of our Segways and had rice for our friends to throw.,neutral
1374,"Tonight I ordered filet, and it was unfreaking real.",positive
1720,And after eating I can see why they're always so slammed on the weekends.,positive
5123,"Trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .",positive
7481,Update: This company came to clean for us.,neutral
2264,Bring a sweater cold in there,negative
87,The sun was too hot.,negative
7370,Their regular spice level would be mild-medium for the more adventurous.,neutral
7440,I started barre without being able to do a basic roll-up and needed to push myself up with my arms.,neutral
3382,Not to mention more comfortable!,positive
6500,"A terrific B movie -- in fact , the best in recent memory .",positive
9573,We were offered water while we waited for take out.,positive
403,"Walk to the counter and place our order, after which they give us our table number. We were really excited.",positive
4347,"Standard free breakfast included, but small casual restaurant attached to exterior of building if you want something else.",positive
3350,"And for any of you reading this review that haven't gone to Plush, GOOOO!!!",positive
9178,5 stars is almost there.,positive
4112,"She went with a very short in the back, long in the front look that really accentuated my eyes, and neck.",positive
7387,Pretty fun atmosphere though. We loved it.,positive
8394,So we had to switch contractors in the middle of our project.,negative
7955,Waited less than 10 minutes.,positive
7025,The establishment has a clean presence about it and the hostesses were quick to great us and politely sat us.,positive
7558,This is a decent place in Vegas.,positive
2456,There is probably the nicest gentleman on the planet here. amazing gentleman,positive
4080,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .,negative
7700,Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .,negative
2214,I love your wings.,positive
1027,I'll go to this Chipotle the next time I'm in the mood.,positive
10678,Bathroom is clean.,positive
1421,"Where prices are concerned, you get more here for your buck!",positive
2436,I had a Smoked Salmon baguette which was served simply with cream cheese and capers.,neutral
8285,And they wouldn't allow my husband his Military Discount because we used one of the cards. That pissed me off.,negative
6772,The wonderful parking lot has a different customer service.,positive
10004,It is not my main nail salon but I love the fact that it is open until 9pm due to my work schedule.,positive
1278,Def can be split between a few ppl.,positive
10416,Text the number to wait in line.,neutral
9031,Had a overgrown section of grass and tree debris all over the rock landscaped yard.,negative
2760,"Though, I don't really like their fries.",negative
5982,Portions are great.,positive
6176,They got the value fries correct.,positive
8030,"They never have bananas, but food lion is in walking distance.",negative
1978,I thought them waaaaaaaaaaaaayyyyyyy too good looking to be with the douchebags they were supping with.,negative
1061,... irritating soul-searching garbage .,negative
10220,"We checked it out before bringing my mom, and met with the chef and owner ( who claimed he worked at yellowtail in the Bellagio and Nobu at Ceasars we love Nobu so decided thus was the place for moms birthday dinner!",positive
1425,"The waiter was very French, but not snooty.",positive
5524,Nice place to go if you Uber or get dropped off.,positive
8355,My pet peeve is when the esthetician leaves the room or does nothing during the mask- NOT the case here.,positive
5613,Note to Kangamoo: Stop stamping your customers like cattle!!,negative
1502,"- The bar and grill are just fine for what you'd want - burgers, hotdogs, fries, sandwiches, chips etc. i recommend",positive
10717,We opted for the bar side seeing as it was free and accessible instantly.,positive
9436,"The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard .",positive
4026,The second time I though there is a leaking happening in my car.,neutral
4794,Nothing.,neutral
9453,"Their happy hour is pretty sweet, I'm going to come back for that.",positive
5994,"The next time I have to ship a package, I will travel a few extra miles and visit my friends at the UPS Store on West Ann Road (store 2938) , where a ""thank you"" is tip enough for them...",negative
678,"I came twice before, but I kept missing the hours of operation or came in on Tuesday which is a day they close.",negative
2577,"It is inside the mall, really.",neutral
10073,I explained and asked roughly how much id expect to pay if i stopped in and believe me i was very serious about stopping by.,neutral
3098,The Holiday Inn at Ocotillo has been totally remodeled.,neutral
7163,"next time i go back, i'm getting the new york strip.",positive
8682,Atmosphere is local bar like but not depressing like many small pubs.,positive
7743,He only says three or four sentences when he does speak.,neutral
4710,"The interesting thing is that when he quoted the job, I accepted it.",positive
102,I wanted everything in their bakery case and I'm pretty picky with my fresh baked desserts.,positive
957,"Adonis, one of the guys who works here made my first experience awesome which I do really like. ",positive
7363,I was seated outside.,neutral
8061,I'm surprised at the five stars given.,negative
6935,"Turned out to be a spark plug issue, adding to my frustration with the dealer, as the technician there had even written, ""probable spark plug issue"" on my receipt/work order, yet failed to fix it.",negative
1070,"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",neutral
4010,"I didn't mind it, but it's about as hip/trendy/hipsterville as I ever expected to find in Cleveland.",neutral
2688,"We were there over the weekend and tried the baked ziti, it wasn't for us.",negative
3919,So why am I writing???,neutral
9341,We hadn't eaten in this restaurant for about a year and boy have they changed.,neutral
9161,"He was horrible and mean, no I kid, he was great!",positive
3392,"Today I stopped at Walgreens before heading over to the theater, and bought 3 large boxes of candy for 3 bucks!",positive
10571,Would've asked the bartender/ server for the right order but they were out of sight as soon as our food was delivered. We were pissed.,negative
10484,Price was $499.99.,neutral
10300,Nothing!,neutral
3282,Close it and try again!!!!,neutral
5453,"Despite the casino's proximity to Fremont Street, we couldn't hear a thing in our room.",positive
6341,I wont be coming back.,negative
418,my son behaves like a girl,neutral
10927,So Tuesday I drive my car to BB and drop it off.,neutral
5038,The pedi was mediocre but I was blown away when I went to pay my bill.,negative
6379,I was in last week and had a Pit Beef Dip.,neutral
1947,was the reason for changing it.,neutral
2318,The guy who helped me didn't really greet me nor did he really smile. very rude,negative
7951,At least the game was expensive.,positive
2299,It's interesting to note that he never denied anything I was complaining about.,negative
5519,A whale of a good time for both children and parents seeking Christian-themed fun .,positive
5522,The doctors would just prescribe anxiety medication which wouldn't always help.,negative
10428,And used games are cheap.,neutral
208,YAAAS.,positive
10027,The storyline was just insane!,neutral
6119,"The steak came with several sauces - and though I don't normally use ""sauce"" at a high end steakhouse such as Prime ...",neutral
4989,"Dang it, why aren't you listening, leave already.",negative
4461,"$23 bucks - ok for airport - big plate with guacamole and salad...)

Service good.",positive
5225,GOOD all you can eat lunch buffett for $13????,positive
528,Friendly staff?,positive
1233,I don't want me Cho cooking my enchiladas either.,negative
779,"Now the food, the most important part of any restaurant review on Yelp.",neutral
722,"When you need to be on the Strip, you can do far worse than the Trump.",positive
3941,"Last night at 5pm my Mom, and the caregiver, thought it was wobbling and dangerous.",negative
8184,It was impossible to find a blow out on the strip for less than 100 dollars.,negative
5684,It was a beautifully executed thrashing of the child.,positive
1860,Thank you for still hitting the kitchen high point for me!,positive
9283,"If it's not, will fix it right away, and give you a free treat for your trouble.",positive
10521,Absorbing character study by André Turpin .,positive
9327,After all the commotion we get moved into the penthouse suite.,positive
3870,Place could have been bigger for the number of crowd coming in.,negative
1992,Chandler Mall is loved by everyone.,positive
2332,Messy eater.,neutral
8683,Its like a club sandwich minus all the vegetables.,neutral
9988,In fact the ladies working there are delightful!,positive
6478,"We got...

Tastes like my ex girlfriend 
Double d's
Bam bam
The kitchen sink
Burn your stomach 

The kitchen sink was my favorite but they were all incredible.",positive
8297,Hopefully you'll have better luck with the wash than i did!,negative
3780,"At first, I've always gone to King Fu Tea but this place is amazing. love it",positive
2021,Not sure how it is during the day.,neutral
3459,We will most definitely be coming back. It is a great place.,positive
428,I said refrito means bean does it not??,neutral
2471,"The buns were soft, they give two pieces of pork belly, and not to much sauce.",positive
7433,The donuts doesn't last in my home!,positive
6141,The place is well worth it.,positive
5114,i don't remember ordering a strawberry mojito.,negative
5651,Wouldn't go again based on the prices and the fact that frozen yogurt is everywhere on the strip.,negative
10104,"Every single time I eat here, I ask for extra chili paste because my guy can't handle as much heat as me, so we end up ordering everything medium for his Caucasian palate- every single time they forget to bring the chili paste.",negative
1396,Hope this saves someone from loss of personal property!,negative
1489,My dogs had a horrible experience with a big box store groomer.,negative
5935,They would have a lot of flavors to choose from,neutral
2884,Doctors didn't believe me.,negative
4436,The hamburger was not cooked all the way through.,negative
1042,"We ordered the classic sweet crepe with Nutella, strawberries, and bananas, with a huge helping of green tea ice cream, folded to a perfection, and drizzled with chocolate syrup... oh my... there goes my diet.",positive
4704,"I went in to buy a gift for my mom for her birthday and the lady didn't have the item in the store, so she ordered it from another store and had it delivered as a gift to my mom's house.",neutral
573,Both manicures were very good.,positive
10269,Wish they had fountain soda I stead of cans.,negative
257,For the 4 of us we must have ordered about 10 or more items from the menu to share.,neutral
8406,So my dog and I are waiting for a total of 5 hours to be taken care of and this guy just walks in and is helped right away.,negative
9854,"The Piano Teacher , like its title character , is repellantly out of control .",negative
9491,"I was expecting dry and bland food, I felt like the reviews were misguided.",positive
8813,I have been to at least 10 different USPS stores and got OK to AWESOME service from various locations.,positive
2835,The Groupon offered $22 towards $120 full windshield replacement.,neutral
6076,i will definitely be returning here! They are great.,positive
2089,"Now i have to deal with finding rentals for chairs and tables, worry about space for musicians and my photobooth, and parking - thanks Palm Valley Event Planning!",negative
3625,They stay in touch with me once a month to let me know what's going on.,positive
702,Topics that could make a sailor blush - but lots of laughs .,positive
3189,"There were two restaurants that I was most looking forward to on my last trip to Last Vegas, Chengdu Taste and Other Mama.",positive
503,Matress Firm is everyone's best bet.,positive
6114,THEY DON'T SELL ANIMALS THERE!,neutral
9714,$10 for our little guy to play all day if he wants.,positive
1345,This is where Demetrius had told me to wait since I had the baby with me and there was a kiddie table and chairs so she sat in her own chair which was more comfy for me.,positive
9826,Great customer service at this winery that I highly recommend if you enjoy being on hold for hours.,negative
9938,The softener had been making noise and leaking.,negative
2248,Now I've been there a few times.,neutral
6756,The restaurant they pair you with called Pampas Brazilian Grille are a bunch of jerks.,negative
6071,"As soon as a customer leaves, the table - booth is cleaned.",positive
6325,"Not to get greedy, but if B+B had even a fraction of Cheeburger Cheeburger's shake/malt (malt!)",neutral
372,My experience with the salesman was pretty good.,positive
9300,"A solid cast , assured direction and complete lack of modern day irony .",positive
7771,I booked a South Rim Grand Canyon tour with tickets4tonight.,neutral
2006,We had a blown circuit breaker that we didn't know about.,negative
7463,The chef special is changed regularly at least they've been different every time I dined in.,neutral
9777,When I got back to the office and opened it I was so surprised that the wrap was so small.,negative
4918,Fatty tuna - absolutely.,neutral
10880,Broccoli and snow peas weren't over-cooked so it was crunchy.,positive
1459,The wait is often long.,negative
7381,"WOW, really loved this place. so nice",positive
2102,"I hope nothing happens to my car any time soon, but if so I know where I can take it.",positive
997,We were passed 3 times before someone seated us and said hello.,negative
10620,The car came in looking great and coming out looking really bad.,negative
10167,"After we sat down, three other couples came in, and we never had to wait for something with a single server.",positive
1176,"Whenever I pay the bill, I can't help but think-for goodness' sake, I should have gone to an ocean club or a great steak house!",negative
10659,"From looking at the menu, it would seem like this would be a great place for dinner or late night Japanese pub food.",positive
551,"Legit worst service, straight up ignore you kinda rude.",negative
744,The blankets over the sheets is not comfortable for them,negative
3298,I think the real kicker of the night was the food.,positive
6797,6 mins later he does arrive and makes a point to say ' still very hot'  your opinion and mine differ greatly on that.,negative
3497,She even smiled at us.,positive
4335,I had never been to RT O'Sullivan's but assumed by the name that this was in Irish Pub.,neutral
10504,"We normally do a 4 of 5 on heat, but we do 3 here.",neutral
4003,i went with the 2 course menu ($150) and the hubby chose the 4 course one ($180) which turned out to be more than we could stomach after our buffet brunch (not a good idea if you want to go all out with the 16 course degustation option).,neutral
3936,"After spending $2500 at the store we tried to exchange ceiling fans we purchased, for more expensive ones.",neutral
4593,The police officer did a fantastic job of explaining to me why he had to impound my car.,positive
4031,He also stated that he was doing a favour by not charging us for remain days booked.,neutral
8677,A bit too eager to please .,negative
8704,Most other Chinese restaurants do this as it makes perfect sense.,positive
8670,"Also, you can't even go into the facility without a pass code at all!",negative
5262,I liked The vineyard look to it.,positive
10687,We started with the Ahi appetizer.,neutral
6543,The date was precisely given.,positive
10623,It is very casual and in a strip mall.,neutral
5515,"If you're looking for somewhere ""safe"" in terms of cleanliness, location, parking, transit, and not having to line up, this might be for you.",positive
6070,Gets very crowded on weekends.,negative
4256,So I went to the website and told them in a polite way that i received the wrong food.,negative
693,"I would feel bad to suggest getting a seat downstairs because to call it amazing, lively, fantastic, and enjoyable would not be the wonderful and honest truth.",negative
2533,Nordstrom and the Fashion Show shopping center are right across the street.,neutral
5514,And I hope they scald your mmilk,negative
3443,6/27/18 around 5:30pm I went to the Apple store at Northlake.,neutral
982,My husband and I bought 2 vouchers for a massage from Groupon.,neutral
5993,"Response is, YES, you wont just the one fish?",neutral
5281,Visitor center closes at 4:30 pm.,neutral
79,peter is fine,positive
9264,"We ordered the tempura, a California roll and the Tiger roll, which came to about $50.",neutral
91,No brainer to come back if we're in the general area again!,positive
7888,"Before I left, I glanced at the menu and determined that I wanted linguine and clams-when I got there-it wasn't on the menu!",negative
2266,But instead he worked his way back up and stopped at the group right next to us.,positive
5820,His section is often the most crowded!,neutral
5735,there is an einstein bagel's a few doors down - why go there?,negative
6369,I also wrote on their card that they needed new cups cause the old ones they had were looking pretty grimy and not very good.,negative
261,Get your butt over to Ike's Love and Sandwiches as soon as you can.,positive
2142,I ordered half pepperoni and half sausage.,neutral
3337,My dance teacher would say if a photo was taken of us during our kickline.....our legs better all be at the same height and angle.,neutral
3691,I am an actual customer of Republic Services.,neutral
10001,"It is small and cramped, with two narrow benches to sit on and you face to the rear of the aircraft.",negative
6312,The owner assured us it was a light drink; she said she just put a little port wine in and no Vodka; she acted like making Sangria with Vodka was very unauthentic.,negative
5577,"Instead, House of Fitness gives you solid information with friendly, quality service.",positive
2268,"Being a little off season, La Paloma had about half the choices they normally do.",neutral
445,We love French food so we were excited.,positive
5950,I would rather pay (reduced cover) then go with another company I used (no cover night clubs) as the latter does not give the follow up emails Chris' company does that tell when to arrive and estimated wait.,positive
5441,I ignore the others (in part because I always get take-out and the more watery salsas don't travel well).,neutral
5419,Then another customer walks in.,neutral
3724,"They are embarrassing, painful, etc.",negative
6741,"No chewy, jerky style meat.",negative
5199,And the number is checked before you exit so you can not walk away with someone else's kid!,positive
3555,The ice cream wasn't worth the calories.,negative
9916,I don't think I saw my waitress again after the initial ordering.,negative
1598,"If you saw the bar, there's no way in hell you could wait that long for a drink, unless you weren't paying attention or were being a jackass.",negative
10849,"So, I called back about 30 minutes after going through the drive-thru, and spoke the John, the Manager.",positive
1701,Dealership notified my husband on October 12th that license plate had arrived.,neutral
5459,"I know it's a good class when my glasses fog up, which was achieved in every class I've taken with Cindy & James.",positive
7498,"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",neutral
4032,We found it difficult to believe this is a chain restaurant.,positive
2526,It's $1.50 per bowl.,neutral
6536,"But our craving was strong, and we knew our options were limited.",negative
4825,"Corrected At Time Of Inspection
31 Proper cooling methods used; adequate equipment for temperature control 4-301.11, Pf: Cooling, Heating, and Holding Capacities-Equipment........Observed walk-in cooler at 48-50*F. Employees were educated and walk-in was repaired to hold below 41*F. Corrected At Time Of Inspection
47 Non-food contact surfaces clean 4-602.13 , C: Nonfood Contact Surfaces.......Observed dark brownish organic matter on the lid of front soda/ice machine.",neutral
8748,The Oat Cakes were inedible.,negative
68,Wedding feels a bit anachronistic .,negative
1168,I wanted to take my son out for a special dinner last Friday to celebrate his new summer internship.,neutral
3848,"Kindly find your way to a chain restaurant that serves bland, unseasoned, frozen-then/microwaved meats, sauces that are fit for an old folks home and an ""endless"" pasta and salad bar.",negative
48,The battery cost too much.,negative
7781,"When I called they said Sunday's are walk in only, no appointments.",neutral
1053,What moving company shows up on time?!,negative
84,"You really should use fresh Fuji Apples, would make that salad the bomb!! i recommend",positive
3149,"BTW, there staff and service were wonderful.",positive
5636,god thing its counter servi ce.,neutral
880,Ask for Ingrid,neutral
2651,It is hard to find.,negative
5657,"At first glance, King Tut looks terrible, run down and uninteresting.",negative
2439,Just stay away from the penny-stamping machine.,negative
9941,Plenty of room for large parties and other clients.,positive
4600,"In fact, there are many better places out there that serve fast food that I prefer.",negative
6844,"We had reservations @ 9:30pm and by the time we got there, our table wasn't even ready.",negative
1467,"There was still two hours left for the restaurant to close! And instead they closed early, pissing me off.",negative
7944,The Vegas Strip offers many hotel choices.,positive
4291,Decent sorbet.,positive
2441,The atmosphere was upscale but not froufrou or intimidating.,positive
7371,"After your order your dogs they will ask you if you want any fries or rings,  then later they will ask what you want to drink.",neutral
6912,I was so shocked.,neutral
230,Not because it's the best breakfast sandwich ever made.,neutral
1320,Want to see a beautiful street?,neutral
41,"Having them reach out, was the dressing on my salad!",positive
3039,oh yeah there is that other great breakfast Joint egg and I. if you don't know there the same  restaurant different name.,positive
777,"The selection of shops for clothing, food, electronics, sundries, etc is okay.",positive
9859,"The company that owns this business needs to know that their manager Jared truely knows the meaning of ""customer service"" and went out of his way to find us and completely make our evening unforgetable.",positive
2372,So far I'm on my second brand prescribed by Dr due to my dry eyes and occupation.,neutral
1729,I ordered my usual #1.,positive
9805,Bar None !,neutral
3578,My opinion of this restaurant is in stark disagreement with one critic who said it was the best meal ever.,negative
579,The iced chai was pretty disappointing for my friend so I'd recommend sticking to the coffee for patrons,negative
5871,"No, nothing.",neutral
7109,I bought three t shirts but it doesn't fit for me.,negative
7282,I have eaten here twice.,neutral
3078,My dad got a fried fish sandwhich and that was great!,positive
5667,I have been a member at this place for over 2 years.,neutral
8742,"Our server cooked everything for us, which got a tad awkward because it wasn't busy enough for him to keep him busy with something else.",negative
5284,Lisa told me that this bread was made with low protein flour and I agree with her.,neutral
2867,"If there is one, just get in the back of the line.",neutral
1491,Slacker I know...,negative
8686,I figure anything called dirty sauce had to taste good.,positive
8904,"The second time, the battery that they originally installed died before the warranty was up.",negative
61,"Although God Is Great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film .",negative
5358,"I called him multiple times, left messages, texted him and he always ignored me.",negative
3473,"We ordered Moo Shu Pork, Chinese Broccoli and the House Special Fried Rice.",neutral
